agency_code,agency,office_code,office,dept_code,dept,fund,approp
N00,DEPARTMENT OF HUMAN RESOURCES ,N00A01,DHR-OFFICE OF THE SECRETARY ,A0102,CITIZENS REVIEW BOARD FOR CHILDREN      ,General Fund,581793
N00,DEPARTMENT OF HUMAN RESOURCES ,N00A01,DHR-OFFICE OF THE SECRETARY ,A0102,CITIZENS REVIEW BOARD FOR CHILDREN      ,Federal Fund,307932
N00,DEPARTMENT OF HUMAN RESOURCES ,N00A01,DHR-OFFICE OF THE SECRETARY ,A0103,COMMISSIONS                             ,General Fund,196732
N00,DEPARTMENT OF HUMAN RESOURCES ,N00A01,DHR-OFFICE OF THE SECRETARY ,A0104,LEGAL SERVICES                          ,General Fund,8381793
N00,DEPARTMENT OF HUMAN RESOURCES ,N00A01,DHR-OFFICE OF THE SECRETARY ,A0104,LEGAL SERVICES                          ,Federal Fund,4926986
N00,DEPARTMENT OF HUMAN RESOURCES ,N00A01,DHR-OFFICE OF THE SECRETARY ,A0105,OFFICE OF GRANTS MANAGEMENT             ,General Fund,10542865
N00,DEPARTMENT OF HUMAN RESOURCES ,N00A01,DHR-OFFICE OF THE SECRETARY ,A0105,OFFICE OF GRANTS MANAGEMENT             ,Special Fund,6617
N00,DEPARTMENT OF HUMAN RESOURCES ,N00A01,DHR-OFFICE OF THE SECRETARY ,A0105,OFFICE OF GRANTS MANAGEMENT             ,Federal Fund,1207051
N00,DEPARTMENT OF HUMAN RESOURCES ,N00B00,SOCIAL SERVICES ADMINISTRATION ,B0004,GENERAL ADMINISTRATION - STATE          ,General Fund,9596706
N00,DEPARTMENT OF HUMAN RESOURCES ,N00B00,SOCIAL SERVICES ADMINISTRATION ,B0004,GENERAL ADMINISTRATION - STATE          ,Federal Fund,17678653
N00,DEPARTMENT OF HUMAN RESOURCES ,N00E01,OPERATIONS OFFICE ,E0101,DIVISION OF BUDGET,General Fund,12832664
N00,DEPARTMENT OF HUMAN RESOURCES ,N00E01,OPERATIONS OFFICE ,E0101,DIVISION OF BUDGET,Federal Fund,8792669
N00,DEPARTMENT OF HUMAN RESOURCES ,N00E01,OPERATIONS OFFICE ,E0102,ADMINISTRATIVE SERVICES                 ,General Fund,4280924
N00,DEPARTMENT OF HUMAN RESOURCES ,N00E01,OPERATIONS OFFICE ,E0102,ADMINISTRATIVE SERVICES                 ,Federal Fund,4964180
N00,DEPARTMENT OF HUMAN RESOURCES ,N00F00,OFFICE OF TECHNOLOGY FOR HUMAN SERVICES ,F0002,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT,Federal Fund,2500118
N00,DEPARTMENT OF HUMAN RESOURCES ,N00F00,OFFICE OF TECHNOLOGY FOR HUMAN SERVICES ,F0004,GENERAL ADMISISTRATION                  ,General Fund,29924129
N00,DEPARTMENT OF HUMAN RESOURCES ,N00F00,OFFICE OF TECHNOLOGY FOR HUMAN SERVICES ,F0004,GENERAL ADMISISTRATION                  ,Special Fund,725769
N00,DEPARTMENT OF HUMAN RESOURCES ,N00F00,OFFICE OF TECHNOLOGY FOR HUMAN SERVICES ,F0004,GENERAL ADMISISTRATION                  ,Federal Fund,37288803
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0001,FOSTER CARE MAINTENANCE PAYMENTS        ,General Fund,237946297
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0001,FOSTER CARE MAINTENANCE PAYMENTS        ,Special Fund,5093333
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0001,FOSTER CARE MAINTENANCE PAYMENTS        ,Federal Fund,83967787
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0002,LOCAL FAMILY INVESTMENT PROGRAM         ,General Fund,51768692
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0002,LOCAL FAMILY INVESTMENT PROGRAM         ,Special Fund,2493349
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0002,LOCAL FAMILY INVESTMENT PROGRAM         ,Federal Fund,94210015
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0003,CHILD WELFARE SERVICES                  ,General Fund,141620093
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0003,CHILD WELFARE SERVICES                  ,Special Fund,1557533
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0003,CHILD WELFARE SERVICES                  ,Federal Fund,75100180
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0004,ADULT SERVICES                          ,General Fund,10777235
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0004,ADULT SERVICES                          ,Special Fund,1302139
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0004,ADULT SERVICES                          ,Special Fund,1200000
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0004,ADULT SERVICES                          ,Federal Fund,31573732
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0005,GENERAL ADMINISTRATION                  ,General Fund,22376822
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0005,GENERAL ADMINISTRATION                  ,Special Fund,2587523
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0005,GENERAL ADMINISTRATION                  ,Federal Fund,17358164
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0006,LOCAL CHILD SUPPORT ENFORCEMENT ADMINIS ,General Fund,15686874
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0006,LOCAL CHILD SUPPORT ENFORCEMENT ADMINIS ,Special Fund,1082134
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0006,LOCAL CHILD SUPPORT ENFORCEMENT ADMINIS ,Federal Fund,30525920
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0008,ASSISTANCE PAYMENTS                     ,General Fund,76433102
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0008,ASSISTANCE PAYMENTS                     ,Special Fund,18575059
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0008,ASSISTANCE PAYMENTS                     ,Federal Fund,1197677768
N00,DEPARTMENT OF HUMAN RESOURCES ,N00G00,LOCAL DEPARTMENT OPERATIONS ,G0010,WORK OPPORTUNITIES PROGRAM              ,Federal Fund,34854143
N00,DEPARTMENT OF HUMAN RESOURCES ,N00H00,CHILD SUPPORT ENFORCEMENT ADMINISTRATION ,H0008,SUPPORT ENFORCEMENT - STATE             ,General Fund,2508530
N00,DEPARTMENT OF HUMAN RESOURCES ,N00H00,CHILD SUPPORT ENFORCEMENT ADMINISTRATION ,H0008,SUPPORT ENFORCEMENT - STATE             ,Special Fund,10101087
N00,DEPARTMENT OF HUMAN RESOURCES ,N00H00,CHILD SUPPORT ENFORCEMENT ADMINISTRATION ,H0008,SUPPORT ENFORCEMENT - STATE             ,Federal Fund,28503849
N00,DEPARTMENT OF HUMAN RESOURCES ,N00I00,FAMILY INVESTMENT ADMINISTRATION ,I0004,DIRECTOR'S OFFICE                       ,General Fund,6813474
N00,DEPARTMENT OF HUMAN RESOURCES ,N00I00,FAMILY INVESTMENT ADMINISTRATION ,I0004,DIRECTOR'S OFFICE                       ,Special Fund,352811
N00,DEPARTMENT OF HUMAN RESOURCES ,N00I00,FAMILY INVESTMENT ADMINISTRATION ,I0004,DIRECTOR'S OFFICE                       ,Federal Fund,23275680
N00,DEPARTMENT OF HUMAN RESOURCES ,N00I00,FAMILY INVESTMENT ADMINISTRATION ,I0005,FIA- MD OFFICE FOR NEW AMERICANS        ,Federal Fund,13292076
N00,DEPARTMENT OF HUMAN RESOURCES ,N00I00,FAMILY INVESTMENT ADMINISTRATION ,I0006,FAMILY INVESTMENT ADMINISTRATION- OHEP  ,Special Fund,57123481
N00,DEPARTMENT OF HUMAN RESOURCES ,N00I00,FAMILY INVESTMENT ADMINISTRATION ,I0006,FAMILY INVESTMENT ADMINISTRATION- OHEP  ,Federal Fund,85859813
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0101,GENERAL ADMINISTRATION                  ,General Fund,5780308
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0101,GENERAL ADMINISTRATION                  ,Special Fund,431331
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0101,GENERAL ADMINISTRATION                  ,Federal Fund,975548
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0102,PROGRAM ANALYSIS AND AUDIT              ,General Fund,15562
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0102,PROGRAM ANALYSIS AND AUDIT              ,Special Fund,17743
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0102,PROGRAM ANALYSIS AND AUDIT              ,Federal Fund,65823
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0105,LEGAL SERVICES                          ,General Fund,1103579
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0105,LEGAL SERVICES                          ,Special Fund,1318856
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0105,LEGAL SERVICES                          ,Federal Fund,1100866
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0108,EQUAL OPPORTUNITY AND PROGRAM EQUITY    ,General Fund,46960
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0108,EQUAL OPPORTUNITY AND PROGRAM EQUITY    ,Special Fund,53541
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0108,EQUAL OPPORTUNITY AND PROGRAM EQUITY    ,Federal Fund,198614
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0109,GOVERNORS WORKFORCE INVESTMENT BOARD    ,General Fund,283863
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0109,GOVERNORS WORKFORCE INVESTMENT BOARD    ,General Fund,5000
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0109,GOVERNORS WORKFORCE INVESTMENT BOARD    ,Reimbursable Fund,580720
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0111,APPEALS                                 ,Special Fund,46782
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0111,APPEALS                                 ,Federal Fund,1752848
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0112,LOWER APPEALS                           ,Special Fund,48949
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00A01,DLLR-OFFICE OF THE SECRETARY ,A0112,LOWER APPEALS                           ,Federal Fund,6787615
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0103,OFFICE OF BUDGET AND FISCAL SERVICES    ,General Fund,827379
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0103,OFFICE OF BUDGET AND FISCAL SERVICES    ,Special Fund,1003689
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0103,OFFICE OF BUDGET AND FISCAL SERVICES    ,Federal Fund,3138093
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0104,OFFICE OF GENERAL SERVICES              ,General Fund,712054
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0104,OFFICE OF GENERAL SERVICES              ,Special Fund,801819
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0104,OFFICE OF GENERAL SERVICES              ,Federal Fund,2973354
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0104,OFFICE OF GENERAL SERVICES              ,Reimbursable Fund,1180350
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0105,OFFICE OF INFORMATION TECHNOLOGY        ,Reimbursable Fund,6700568
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0106,OFFICE OF PERSONNEL SERVICES            ,General Fund,312270
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0106,OFFICE OF PERSONNEL SERVICES            ,Special Fund,356200
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00B01,DIVISION OF ADMINISTRATION ,B0106,OFFICE OF PERSONNEL SERVICES            ,Federal Fund,1320869
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00C01,DIVISION OF FINANCIAL REGULATION ,C0102,FINANCIAL REGULATION                    ,General Fund,1834731
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00C01,DIVISION OF FINANCIAL REGULATION ,C0102,FINANCIAL REGULATION                    ,Special Fund,7989269
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0101,GENERAL ADMINISTRATION                  ,General Fund,72829
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0101,GENERAL ADMINISTRATION                  ,Special Fund,497228
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0101,GENERAL ADMINISTRATION                  ,Federal Fund,245334
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0102,EMPLOYMENT STANDARDS                    ,General Fund,587798
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0102,EMPLOYMENT STANDARDS                    ,Special Fund,1019210
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0103,RAILROAD SAFETY & HEALTH                ,Special Fund,364280
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0105,SAFETY INSPECTION                       ,Special Fund,4987037
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0106,APPRENTICESHIP AND TRAINING             ,General Fund,208524
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0106,APPRENTICESHIP AND TRAINING             ,Special Fund,260393
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0107,PREVAILING WAGE                         ,General Fund,809675
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0107,PREVAILING WAGE                         ,General Fund,10000
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0108,OCCUPATIONAL SAFETY & HEALTH ADM        ,Special Fund,4765483
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00D01,DIVISION OF LABOR AND INDUSTRY ,D0108,OCCUPATIONAL SAFETY & HEALTH ADM        ,Federal Fund,4764081
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00E01,DIVISION OF RACING ,E0102,RACING COMMISSION                       ,General Fund,420833
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00E01,DIVISION OF RACING ,E0102,RACING COMMISSION                       ,General Fund,100000
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00E01,DIVISION OF RACING ,E0102,RACING COMMISSION                       ,Special Fund,43129974
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00E01,DIVISION OF RACING ,E0103,RACETRACK OPERATION                     ,General Fund,1871965
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00E01,DIVISION OF RACING ,E0103,RACETRACK OPERATION                     ,Special Fund,511071
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00E01,DIVISION OF RACING ,E0104,SHARE OF RACING REVENUE TO LOCAL SUBDIV ,Special Fund,1251800
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00E01,DIVISION OF RACING ,E0105,MARYLAND FACILITY REDEVELOPMENT PROGRAM ,Special Fund,10446875
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00E01,DIVISION OF RACING ,E0106,SHARE OF VLT REV FOR LOCAL IMPACT GRANTS,Special Fund,33374757
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00F01,DIVISION OF OCCUPATIONAL AND PROFESSIONAL LICENSIN,F0101,OCCUPATIONAL AND PROFESSIONAL LICENSING ,General Fund,3291402
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00F01,DIVISION OF OCCUPATIONAL AND PROFESSIONAL LICENSIN,F0101,OCCUPATIONAL AND PROFESSIONAL LICENSING ,Special Fund,5675238
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00F01,DIVISION OF OCCUPATIONAL AND PROFESSIONAL LICENSIN,F0101,OCCUPATIONAL AND PROFESSIONAL LICENSING ,Reimbursable Fund,1500050
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0101,OFFICE OF THE ASSISTANT SECRETARY       ,General Fund,2190000
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0101,OFFICE OF THE ASSISTANT SECRETARY       ,Special Fund,181142
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0101,OFFICE OF THE ASSISTANT SECRETARY       ,Special Fund,500000
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0101,OFFICE OF THE ASSISTANT SECRETARY       ,Federal Fund,42170079
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0101,OFFICE OF THE ASSISTANT SECRETARY       ,Federal Fund,1700000
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0103,OFFICE OF EMPLOYMENT AND TRAINING       ,Special Fund,1810515
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0103,OFFICE OF EMPLOYMENT AND TRAINING       ,Federal Fund,18344732
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0103,OFFICE OF EMPLOYMENT AND TRAINING       ,Reimbursable Fund,19735
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0112,ADULT EDUCATION AND LITERACY PROGRAM    ,General Fund,960443
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0112,ADULT EDUCATION AND LITERACY PROGRAM    ,Special Fund,621535
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0112,ADULT EDUCATION AND LITERACY PROGRAM    ,Federal Fund,1247819
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0113,ADULT CORRECTIONS PROGRAM               ,General Fund,13946378
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0113,ADULT CORRECTIONS PROGRAM               ,Federal Fund,374850
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0113,ADULT CORRECTIONS PROGRAM               ,Reimbursable Fund,3061510
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0114,AID TO ADULT EDUCATION                  ,General Fund,8433622
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0114,AID TO ADULT EDUCATION                  ,Special Fund,400000
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00G01,DIVISION OF WORKFORCE DEVELOPMENT ,G0114,AID TO ADULT EDUCATION                  ,Federal Fund,7964310
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00H01,DIVISION OF UNEMPLOYMENT INSURANCE ,H0101,OFFICE OF UNEMPLOYMENT INSURANCE        ,Special Fund,3677876
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00H01,DIVISION OF UNEMPLOYMENT INSURANCE ,H0101,OFFICE OF UNEMPLOYMENT INSURANCE        ,Federal Fund,69362117
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00H01,DIVISION OF UNEMPLOYMENT INSURANCE ,H0101,OFFICE OF UNEMPLOYMENT INSURANCE        ,Federal Fund,1800000
P00,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION ",P00H01,DIVISION OF UNEMPLOYMENT INSURANCE ,H0102,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT,Federal Fund,600000
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0101,GENERAL ADMINISTRATION                  ,General Fund,37682929
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0101,GENERAL ADMINISTRATION                  ,Special Fund,490000
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0101,GENERAL ADMINISTRATION                  ,Reimbursable Fund,52367
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0102,INFORMATION,General Fund,31972086
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0102,INFORMATION,Special Fund,4400000
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0102,INFORMATION,Federal Fund,650000
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0102,INFORMATION,Reimbursable Fund,1315000
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0103,INTERNAL INVESTIGATIVE                  ,General Fund,2684333
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0103,INTERNAL INVESTIGATIVE                  ,Reimbursable Fund,102416
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0104,911 EMERGENCY NUMBER SYSTEMS          ,Special Fund,57371132
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0106,DIVISION OF CAPITAL CONSTRUCTION        ,General Fund,1950861
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0106,DIVISION OF CAPITAL CONSTRUCTION        ,Reimbursable Fund,472788
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A01,DPSCS-OFFICE OF THE SECRETARY ,A0107,INFORMATION TECHNOLOGY DEV PROJECTS     ,Special Fund,300000
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A02,DEPUTY SECRETARY FOR OPERATIONS ,A0201,ADMINISTRATIVE SERVICES                 ,General Fund,10698533
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A02,DEPUTY SECRETARY FOR OPERATIONS ,A0201,ADMINISTRATIVE SERVICES                 ,Reimbursable Fund,20000
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A02,DEPUTY SECRETARY FOR OPERATIONS ,A0202,COMMUNITY SUPERVISION SERVICES          ,General Fund,24134961
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A02,DEPUTY SECRETARY FOR OPERATIONS ,A0202,COMMUNITY SUPERVISION SERVICES          ,Special Fund,200000
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A02,DEPUTY SECRETARY FOR OPERATIONS ,A0202,COMMUNITY SUPERVISION SERVICES          ,Federal Fund,74578
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A02,DEPUTY SECRETARY FOR OPERATIONS ,A0202,COMMUNITY SUPERVISION SERVICES          ,Reimbursable Fund,144679
Q00,DEPARTMENT OF PUBLIC SAFETY AND CORRECTIONAL SERV,Q00A02,DEPUTY SECRETARY FOR OPERATIONS ,A0203,PROGRAMS AND SERVICES                   ,General Fund,5872621
