agency_code,agency,office_code,office,dept_code,dept,fund,approp
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0003 ,AIRPORT FACILITIES AND CAPITAL EQUIPMENT,Federal Fund,23154000
J00,DEPARTMENT OF TRANSPORTATION,J00I00,MARYLAND AVIATION ADMINISTRATION,I0008,MAJOR INFORMATION TECHNOLOGY DEVELOPMENT PROJECTS,Special Fund,6219000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0101,SECRETARIAT                             ,General Fund,1509668
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0101,SECRETARIAT                             ,Special Fund,1540803
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0101,SECRETARIAT                             ,Federal Fund,98600
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0102,OFFICE OF THE ATTORNEY GENERAL          ,General Fund,575540
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0102,OFFICE OF THE ATTORNEY GENERAL          ,Special Fund,1038338
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0103,FINANCE & ADMINISTRATIVE SERVICES       ,General Fund,3101876
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0103,FINANCE & ADMINISTRATIVE SERVICES       ,Special Fund,2906686
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0103,FINANCE & ADMINISTRATIVE SERVICES       ,Federal Fund,154491
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0104,HUMAN RESOURCES SERVICE                 ,General Fund,375502
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0104,HUMAN RESOURCES SERVICE                 ,Special Fund,484244
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0104,HUMAN RESOURCES SERVICE                 ,Federal Fund,40300
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0105,INFORMATION TECHNOLOGY SERVICE          ,General Fund,1527752
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0105,INFORMATION TECHNOLOGY SERVICE          ,Special Fund,2463181
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0105,INFORMATION TECHNOLOGY SERVICE          ,Federal Fund,112300
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0106,OFFICE OF COMMUNICATIONS AND MARKETING  ,General Fund,468356
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A01,DNR-OFFICE OF THE SECRETARY ,A0106,OFFICE OF COMMUNICATIONS AND MARKETING  ,Special Fund,469423
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A02,FOREST SERVICE ,A0209,FORESTRY SERVICE                        ,General Fund,972822
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A02,FOREST SERVICE ,A0209,FORESTRY SERVICE                        ,Special Fund,8596056
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A02,FOREST SERVICE ,A0209,FORESTRY SERVICE                        ,Federal Fund,1703188
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A03,WILDLIFE AND HERITAGE SERVICE ,A0301,WILDLIFE & HERITAGE SERVICE             ,General Fund,375215
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A03,WILDLIFE AND HERITAGE SERVICE ,A0301,WILDLIFE & HERITAGE SERVICE             ,Special Fund,5663593
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A03,WILDLIFE AND HERITAGE SERVICE ,A0301,WILDLIFE & HERITAGE SERVICE             ,Federal Fund,4126825
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A04,PARK SERVICE ,A0401,STATE-WIDE OPERATION                    ,General Fund,989784
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A04,PARK SERVICE ,A0401,STATE-WIDE OPERATION                    ,Special Fund,37977008
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A04,PARK SERVICE ,A0401,STATE-WIDE OPERATION                    ,Federal Fund,426451
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A04,PARK SERVICE ,A0406,REVENUE OPERATIONS                      ,Special Fund,1870000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A05,LAND ACQUISITION AND PLANNING ,A0505,OPERATIONS                              ,Special Fund,5221929
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A05,LAND ACQUISITION AND PLANNING ,A0510,OUTDOOR RECREATION LAND LOAN            ,Special Fund,11927796
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A05,LAND ACQUISITION AND PLANNING ,A0510,OUTDOOR RECREATION LAND LOAN            ,Federal Fund,2500000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A06,LICENSING AND REGISTRATION SERVICE ,A0601,GENERAL DIRECTION                       ,Special Fund,3780456
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0701,GENERAL DIRECTION                       ,General Fund,7135110
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0701,GENERAL DIRECTION                       ,Special Fund,1002967
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0701,GENERAL DIRECTION                       ,Federal Fund,2710024
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0704,FIELD OPERATIONS                        ,General Fund,20855020
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0704,FIELD OPERATIONS                        ,Special Fund,6422249
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A07,NATURAL RESOURCES POLICE ,A0704,FIELD OPERATIONS                        ,Federal Fund,1913939
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A09,ENGINEERING AND CONSTRUCTION ,A0901,GENERAL DIRECTION                       ,General Fund,89323
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A09,ENGINEERING AND CONSTRUCTION ,A0901,GENERAL DIRECTION                       ,Special Fund,4219310
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A09,ENGINEERING AND CONSTRUCTION ,A0906,OCEAN CITY MAINTENANCE                  ,Special Fund,500000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A10,CHESAPEAKE BAY CRITICAL AREAS ,A1001,CHESAPEAKE BAY CRITICAL AREAS COMMISSION,General Fund,2054763
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1101,BOATING SERVICES                        ,Special Fund,6415977
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1101,BOATING SERVICES                        ,Federal Fund,489900
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1102,WATERWAY IMPROVEMENTS CAPITAL PROJECTS  ,Special Fund,4000000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A11,BOATING SERVICES ,A1102,WATERWAY IMPROVEMENTS CAPITAL PROJECTS  ,Federal Fund,1000000
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1205,POWER PLANT ASSESSMENT PROGRAM          ,Special Fund,6163841
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1206,TIDEWATER ECOSYSTEM ASSESSMENT          ,General Fund,2317670
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1206,TIDEWATER ECOSYSTEM ASSESSMENT          ,Special Fund,2321555
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1206,TIDEWATER ECOSYSTEM ASSESSMENT          ,Federal Fund,1531310
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1207,MARYLAND GEOLOGICAL SURVEY              ,General Fund,1160431
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1207,MARYLAND GEOLOGICAL SURVEY              ,Special Fund,508494
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A12,RESOURCE ASSESSMENT SERVICE ,A1207,MARYLAND GEOLOGICAL SURVEY              ,Federal Fund,110858
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A13,MARYLAND ENVIRONMENTAL TRUST ,A1301,GENERAL DIRECTION                       ,General Fund,638448
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A13,MARYLAND ENVIRONMENTAL TRUST ,A1301,GENERAL DIRECTION                       ,Special Fund,10985
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A14,WATERSHED SERVICES ,A1402,PROGRAM DEVELOPMENT AND OPERATION       ,General Fund,1550431
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A14,WATERSHED SERVICES ,A1402,PROGRAM DEVELOPMENT AND OPERATION       ,Special Fund,40171483
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A14,WATERSHED SERVICES ,A1402,PROGRAM DEVELOPMENT AND OPERATION       ,Federal Fund,7701037
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A17,FISHERIES SERVICE ,A1701,GENERAL DIRECTION,General Fund,6619985
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A17,FISHERIES SERVICE ,A1701,GENERAL DIRECTION,Special Fund,11078261
K00,DEPARTMENT OF NATURAL RESOURCES ,K00A17,FISHERIES SERVICE ,A1701,GENERAL DIRECTION,Federal Fund,5898333
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1101,EXECUTIVE DIRECTION                     ,General Fund,1359391
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1102,ADMINISTRATIVE SERVICES                 ,General Fund,2592821
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1103,CENTRAL SERVICES                        ,General Fund,1033310
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1103,CENTRAL SERVICES                        ,Federal Fund,350000
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1104,MARYLAND AGRICULTURE COMMISSION         ,General Fund,79770
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1105,MD AGRICULTURAL LAND PRESERVATION FNDTN ,Special Fund,1707650
L00,DEPARTMENT OF AGRICULTURE ,L00A11,DAGR-OFFICE OF THE SECRETARY ,A1111,CAPITAL APPROPRIATION                   ,Special Fund,9596966
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1201,OFFICE OF ASSISTANT SECRETARY           ,General Fund,202378
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1202,WEIGHTS AND MEASURES                    ,General Fund,416173
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1202,WEIGHTS AND MEASURES                    ,Special Fund,1755745
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1203,FOOD QUALITY ASSURANCE                  ,General Fund,153776
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1203,FOOD QUALITY ASSURANCE                  ,Special Fund,1589476
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1203,FOOD QUALITY ASSURANCE                  ,Federal Fund,115257
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1204,MD AGRICULTURAL STATISTICS SERVICES     ,General Fund,21000
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1205,ANIMAL HEALTH                           ,General Fund,2218960
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1205,ANIMAL HEALTH                           ,Special Fund,399360
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1205,ANIMAL HEALTH                           ,Federal Fund,545795
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1207,STATE BOARD OF VETERINARY MEDICAL EXAMIN,Special Fund,1491540
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1208,HORSE INDUSTRY BOARD                    ,Special Fund,344284
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1210,MARKETING AND AGRICULTURE DEVELOPMENT   ,General Fund,624736
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1210,MARKETING AND AGRICULTURE DEVELOPMENT   ,Special Fund,4350361
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1210,MARKETING AND AGRICULTURE DEVELOPMENT   ,Federal Fund,1536350
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1211,MD AGRICULTURE FAIR BOARD               ,Special Fund,1459585
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1213,TOBACCO TRANSITION PROGRAM              ,Special Fund,2716000
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1218,RURAL MARYLAND COUNCIL                  ,General Fund,166999
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1219,MD AGRICULTURAL & RURAL DEV ASSIST FUND ,General Fund,167000
L00,DEPARTMENT OF AGRICULTURE ,L00A12,"OFFICE OF MARKETING, ANIMAL INDUSTRIES & CONSUMER",A1220,AGRIC & RESOURCES BASED INDUST DEV CORP ,General Fund,2875000
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1401,OFFICE OF THE ASSISTANT SECRETARY       ,General Fund,191208
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1402,FOREST PEST MANAGEMENT                  ,General Fund,1291564
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1402,FOREST PEST MANAGEMENT                  ,Special Fund,176561
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1402,FOREST PEST MANAGEMENT                  ,Federal Fund,180211
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1403,MOSQUITO CONTROL                        ,General Fund,1012707
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1403,MOSQUITO CONTROL                        ,Special Fund,1648586
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1404,PESTICIDE REGULATION                    ,Special Fund,711931
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1404,PESTICIDE REGULATION                    ,Federal Fund,297105
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1405,PLANT PROTECTION AND WEED MANAGEMENT    ,General Fund,1049222
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1405,PLANT PROTECTION AND WEED MANAGEMENT    ,Special Fund,251934
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1405,PLANT PROTECTION AND WEED MANAGEMENT    ,Federal Fund,253980
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1406,TURF AND SEED                           ,General Fund,811663
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1406,TURF AND SEED                           ,Special Fund,287154
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1409,STATE CHEMIST                           ,Special Fund,2745250
L00,DEPARTMENT OF AGRICULTURE ,L00A14,OFFICE OF PLANT INDUSTRIES AND PEST MANAGEMENT ,A1409,STATE CHEMIST                           ,Federal Fund,128400
L00,DEPARTMENT OF AGRICULTURE ,L00A15,OFFICE OF RESOURCE CONSERVATION ,A1501,OFFICE OF THE ASSISTANT SECRETARY       ,General Fund,207757
L00,DEPARTMENT OF AGRICULTURE ,L00A15,OFFICE OF RESOURCE CONSERVATION ,A1502,PROGRAM PLANNING & DEVELOPMENT          ,General Fund,410725
L00,DEPARTMENT OF AGRICULTURE ,L00A15,OFFICE OF RESOURCE CONSERVATION ,A1503,RESOURCE CONSERVATION OPERATIONS        ,General Fund,8445952
L00,DEPARTMENT OF AGRICULTURE ,L00A15,OFFICE OF RESOURCE CONSERVATION ,A1503,RESOURCE CONSERVATION OPERATIONS        ,Special Fund,88927
L00,DEPARTMENT OF AGRICULTURE ,L00A15,OFFICE OF RESOURCE CONSERVATION ,A1503,RESOURCE CONSERVATION OPERATIONS        ,Federal Fund,833284
L00,DEPARTMENT OF AGRICULTURE ,L00A15,OFFICE OF RESOURCE CONSERVATION ,A1504,CONSERVATION GRANTS                     ,General Fund,848702
L00,DEPARTMENT OF AGRICULTURE ,L00A15,OFFICE OF RESOURCE CONSERVATION ,A1504,CONSERVATION GRANTS                     ,Special Fund,10960431
L00,DEPARTMENT OF AGRICULTURE ,L00A15,OFFICE OF RESOURCE CONSERVATION ,A1506,NUTRIENT MANAGEMENT                     ,General Fund,1613795
L00,DEPARTMENT OF AGRICULTURE ,L00A15,OFFICE OF RESOURCE CONSERVATION ,A1506,NUTRIENT MANAGEMENT                     ,Special Fund,32393
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00A01,DHMH-OFFICE OF THE SECRETARY ,A0101,EXECUTIVE DIRECTION                     ,General Fund,10584124
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00A01,DHMH-OFFICE OF THE SECRETARY ,A0101,EXECUTIVE DIRECTION                     ,Special Fund,5000
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00A01,DHMH-OFFICE OF THE SECRETARY ,A0101,EXECUTIVE DIRECTION                     ,Federal Fund,2165895
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00A01,DHMH-OFFICE OF THE SECRETARY ,A0102,OPERATIONS                              ,General Fund,13217648
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00A01,DHMH-OFFICE OF THE SECRETARY ,A0102,OPERATIONS                              ,Federal Fund,13676649
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00A01,DHMH-OFFICE OF THE SECRETARY ,A0108,MAJOR INFORMATION DEVELOPMENT PROJECTS  ,Special Fund,570000
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00A01,DHMH-OFFICE OF THE SECRETARY ,A0108,MAJOR INFORMATION DEVELOPMENT PROJECTS  ,Federal Fund,238050
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00B01,REGULATORY SERVICES ,B0103,OFFICE OF HEALTH CARE QUALITY           ,General Fund,11271476
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00B01,REGULATORY SERVICES ,B0103,OFFICE OF HEALTH CARE QUALITY           ,Special Fund,343460
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00B01,REGULATORY SERVICES ,B0103,OFFICE OF HEALTH CARE QUALITY           ,Federal Fund,7265589
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00B01,REGULATORY SERVICES ,B0104,HEALTH PROFESSIONALS BOARDS AND COMMISS.,General Fund,384776
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00B01,REGULATORY SERVICES ,B0104,HEALTH PROFESSIONALS BOARDS AND COMMISS.,Special Fund,14355777
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00B01,REGULATORY SERVICES ,B0105,BOARD OF NURSING                        ,Special Fund,8699612
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00B01,REGULATORY SERVICES ,B0106,MARYLAND BOARD OF PHYSICIANS (MBP)      ,Special Fund,9235958
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F01,DEPUTY SECRETARY FOR PUBLIC HEALTH SERVICES ,F0101,EXECUTIVE DIRECTION                     ,General Fund,5332858
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F01,DEPUTY SECRETARY FOR PUBLIC HEALTH SERVICES ,F0101,EXECUTIVE DIRECTION                     ,Special Fund,395000
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F01,DEPUTY SECRETARY FOR PUBLIC HEALTH SERVICES ,F0101,EXECUTIVE DIRECTION                     ,Federal Fund,1083841
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F02,COMMUNITY AND PUBLIC HEALTH ADMINISTRATION ,F0201,HEALTH SYSTEMS & INFRASTRUCTURE SERVICES,General Fund,1548733
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F02,COMMUNITY AND PUBLIC HEALTH ADMINISTRATION ,F0201,HEALTH SYSTEMS & INFRASTRUCTURE SERVICES,Special Fund,15000
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F02,COMMUNITY AND PUBLIC HEALTH ADMINISTRATION ,F0201,HEALTH SYSTEMS & INFRASTRUCTURE SERVICES,Federal Fund,4254354
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F02,COMMUNITY AND PUBLIC HEALTH ADMINISTRATION ,F0207,CORE PUBLIC HEALTH SERVICES             ,General Fund,46878532
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F02,COMMUNITY AND PUBLIC HEALTH ADMINISTRATION ,F0207,CORE PUBLIC HEALTH SERVICES             ,Federal Fund,4493000
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F03,FAMILY HEALTH ADMINISTRATION ,F0301,INFECTIOUS DISEASE & ENVIRONMENTAL HEALT,General Fund,15143585
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F03,FAMILY HEALTH ADMINISTRATION ,F0301,INFECTIOUS DISEASE & ENVIRONMENTAL HEALT,Special Fund,36592400
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F03,FAMILY HEALTH ADMINISTRATION ,F0301,INFECTIOUS DISEASE & ENVIRONMENTAL HEALT,Federal Fund,62978557
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F03,FAMILY HEALTH ADMINISTRATION ,F0304,FAMILY HEALTH & CHRONIC DISEASE SERVICES,General Fund,38852969
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F03,FAMILY HEALTH ADMINISTRATION ,F0304,FAMILY HEALTH & CHRONIC DISEASE SERVICES,Special Fund,47122745
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F03,FAMILY HEALTH ADMINISTRATION ,F0304,FAMILY HEALTH & CHRONIC DISEASE SERVICES,Federal Fund,153907281
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F05,OFFICE OF THE CHIEF MEDICAL EXAMINER ,F0501,POST MORTEM EXAMINING SERVICES          ,General Fund,11440402
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F06,OFFICE OF PREPAREDNESS AND RESPONSE ,F0601,OFFICE OF PREPAREDNESS & RESPONSE       ,General Fund,363000
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00F06,OFFICE OF PREPAREDNESS AND RESPONSE ,F0601,OFFICE OF PREPAREDNESS & RESPONSE       ,Federal Fund,15043900
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00I03,WESTERN MARYLAND CENTER ,I0301,SERVICES AND INSTITUTIONAL OPERATIONS   ,General Fund,22865321
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00I03,WESTERN MARYLAND CENTER ,I0301,SERVICES AND INSTITUTIONAL OPERATIONS   ,Special Fund,1232256
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00I04,DEER'S HEAD CENTER ,I0401,SERVICES AND INSTITUTIONAL OPERATIONS   ,General Fund,20079354
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00I04,DEER'S HEAD CENTER ,I0401,SERVICES AND INSTITUTIONAL OPERATIONS   ,Special Fund,3196771
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00J02,LABORATORIES ADMINISTRATION ,J0201,LABORATORY SERVICES                     ,General Fund,41394620
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00J02,LABORATORIES ADMINISTRATION ,J0201,LABORATORY SERVICES                     ,Special Fund,535700
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00J02,LABORATORIES ADMINISTRATION ,J0201,LABORATORY SERVICES                     ,Federal Fund,2830664
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00K01,DEPUTY SECRETARY FOR BEHAVIORAL HEALTH AND DISABILITIES,K0101,EXECUTIVE DIRECTION                     ,General Fund,2162888
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00L01,MENTAL HYGIENE ADMINISTRATION ,L0101,PROGRAM DIRECTION                       ,General Fund,13433508
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00L01,MENTAL HYGIENE ADMINISTRATION ,L0101,PROGRAM DIRECTION                       ,Special Fund,73450
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00L01,MENTAL HYGIENE ADMINISTRATION ,L0101,PROGRAM DIRECTION                       ,Federal Fund,3574836
M00,DEPARTMENT OF HEALTH AND MENTAL HYGIENE ,M00L01,MENTAL HYGIENE ADMINISTRATION ,L0102,COMMUNITY SERVICES                      ,General Fund,147989463
